charger_id,name,lat,lon,city,state,operator,source
479320,Thunder Plus Charging Station,20.8317352,85.2416586,Unknown,Odisha,Unknown,OpenChargeMap
479319,Tata Power Ez Charging Station,20.832793199999998,85.23828859999999,Unknown,Odisha,Unknown,OpenChargeMap
479318,Ather Grid Charging Station,20.832794,85.085236,Unknown,Odisha,Unknown,OpenChargeMap
479317,Tata Power Charging Station,20.8450685,85.1162026,Unknown,Odisha,Unknown,OpenChargeMap
479316,Hindustan Petroleum Corporation Limited Charging Station,20.8235109,85.0620926,Unknown,Odisha,Unknown,OpenChargeMap
479315,Hindustan Petroleum Corporation Limited,20.8234079,85.06204989999999,Unknown,Odisha,Unknown,OpenChargeMap
479314,Jio-bp,20.80489,84.03399,Unknown,Odisha,Unknown,OpenChargeMap
479313,Electric Vehicle Charging Station,20.857754099999998,83.94418209999999,Unknown,Odisha,Unknown,OpenChargeMap
479312,Electric Vehicle Charging Station,20.8471861,83.89413499999999,Unknown,Odisha,Unknown,OpenChargeMap
479311,Tata Power Charging Station,20.7425344,81.5791428,Unknown,Odisha,Unknown,OpenChargeMap
479310,BPCL Charging Station,20.817085,81.68281019999999,Unknown,Odisha,Unknown,OpenChargeMap
479309,Ather Grid Charging Station,20.5307153,86.3579333,Unknown,Odisha,Unknown,OpenChargeMap
479308,kesannager electric office,20.4209459,86.0903038,Unknown,Odisha,Unknown,OpenChargeMap
479307,Adani Charging Station,20.482358899999998,86.0581588,Unknown,Odisha,Unknown,OpenChargeMap
479306,Tata Power Charging Station,20.3702497,85.8909745,Unknown,Odisha,Unknown,OpenChargeMap
479305,Ather Grid Charging Station,20.491885999999997,85.93527,Unknown,Odisha,Unknown,OpenChargeMap
479304,Ather Grid Charging Station,20.4791192,85.8398223,Unknown,Odisha,Unknown,OpenChargeMap
479303,Tata Power Charging Station,20.529315999999998,85.949237,Unknown,Odisha,Unknown,OpenChargeMap
479302,Ather Grid Charging Station,20.453737,85.88848999999999,Unknown,Odisha,Unknown,OpenChargeMap
